Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
antarctica_neg.txt,1,96,95.05,84.23,96.5,1,13.71,25,89.58,66.67,44.79,9.38,8.33,0,0,0,0,8.33,1.04,15.63,9.38,3.13,16.67,3.13,3.13,4.17,1.04,14.58,8.33,4.17,5.21,2.08,2.08,2.08,6.25,1.04,5.21,4.17,0,0,0,0,1.04,0,14.58,2.08,12.5,8.33,0,8.33,0,3.13,3.13,0,13.54,5.21,3.13,0,1.04,0,0,10.42,0,0,0,0,1.04,0,1.04,0,1.04,0,0,1.04,0,0,3.13,1.04,1.04,0,0,0,0,1.04,1.04,0,0,0,0,0,0,0,1.04,0,4.17,19.79,0,5.21,11.46,1.04,0,1.04,6.25,9.38,0,1.04,0,0,0,0,0,12.5,7.29,5.21,0,0,0,0
antarctica_pos.txt,1,95,99,58.85,86.55,96.96,19,28.42,83.16,60,47.37,3.16,3.16,0,0,0,0,3.16,0,16.84,12.63,5.26,21.05,2.11,2.11,4.21,0,5.26,9.47,4.21,6.32,2.11,3.16,3.16,6.32,0,6.32,1.05,1.05,1.05,1.05,0,3.16,0,6.32,6.32,0,3.16,3.16,0,0,0,0,0,8.42,3.16,2.11,0,0,1.05,0,6.32,0,0,0,1.05,3.16,0,3.16,0,2.11,1.05,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,1.05,1.05,3.16,15.79,0,5.26,11.58,0,1.05,0,4.21,5.26,0,1.05,0,0,0,0,0,14.74,4.21,8.42,0,0,0,2.11
bats_neg.txt,1,91,84.28,40.06,9.79,1,13,20.88,81.32,61.54,50.55,7.69,5.49,0,0,0,0,5.49,2.2,16.48,6.59,3.3,14.29,5.49,3.3,5.49,2.2,12.09,6.59,9.89,4.4,0,1.1,3.3,9.89,2.2,7.69,0,2.2,0,0,0,5.49,0,5.49,0,5.49,1.1,0,1.1,1.1,0,0,0,8.79,1.1,0,0,1.1,0,0,7.69,0,0,1.1,0,0,0,0,0,1.1,0,0,0,1.1,0,9.89,1.1,1.1,0,0,0,0,0,1.1,0,0,0,0,1.1,0,0,3.3,0,1.1,6.59,0,1.1,3.3,2.2,0,0,1.1,0,4.4,1.1,0,0,0,0,0,17.58,7.69,8.79,0,0,1.1,0
bats_pos.txt,1,91,97.24,40.06,69.17,35.85,13,19.78,79.12,64.84,48.35,8.79,2.2,0,0,0,0,2.2,6.59,19.78,13.19,2.2,14.29,4.4,2.2,3.3,0,10.99,8.79,6.59,3.3,1.1,0,2.2,9.89,2.2,7.69,2.2,1.1,0,2.2,0,2.2,0,1.1,1.1,0,0,0,0,0,0,0,0,5.49,1.1,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,1.1,0,0,1.1,0,0,3.3,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,2.2,18.68,0,3.3,12.09,2.2,1.1,1.1,1.1,0,6.59,0,0,0,0,0,0,19.78,6.59,8.79,0,0,0,4.4
bees_neg.txt,1,70,61.07,40.06,4.17,1,17.5,35.71,78.57,52.86,48.57,10,0,0,0,0,0,0,10,18.57,7.14,2.86,11.43,10,4.29,7.14,0,11.43,2.86,2.86,1.43,0,0,1.43,10,0,10,1.43,4.29,1.43,0,0,2.86,0,7.14,1.43,5.71,1.43,0,1.43,1.43,0,0,0,2.86,0,0,0,0,0,0,2.86,0,0,1.43,0,4.29,4.29,0,0,0,0,0,0,0,0,10,8.57,1.43,1.43,0,0,0,1.43,0,0,0,0,1.43,0,0,0,0,0,1.43,2.86,0,1.43,1.43,0,0,0,2.86,1.43,10,0,0,0,0,0,0,12.86,4.29,7.14,0,0,0,1.43
bees_pos.txt,1,72,82.63,40.06,10.18,93.93,14.4,25,83.33,58.33,52.78,4.17,0,0,0,0,0,0,4.17,13.89,5.56,5.56,18.06,9.72,5.56,8.33,0,12.5,2.78,8.33,0,0,0,0,19.44,1.39,16.67,1.39,4.17,2.78,0,2.78,4.17,0,5.56,5.56,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,2.78,0,0,2.78,0,0,11.11,5.56,1.39,2.78,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,4.17,9.72,0,0,8.33,0,0,0,0,1.39,8.33,0,0,0,0,0,0,16.67,6.94,9.72,0,0,0,0
broccoli_neg.txt,1,85,53.84,61.04,2.27,1,14.17,34.12,76.47,57.65,48.24,11.76,4.71,0,0,4.71,0,0,7.06,16.47,5.88,0,9.41,5.88,4.71,8.24,0,10.59,4.71,5.88,1.18,0,0,1.18,16.47,0,16.47,0,4.71,1.18,3.53,1.18,5.88,0,5.88,0,5.88,3.53,0,3.53,0,0,0,0,5.88,1.18,0,0,0,1.18,0,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.59,7.06,3.53,0,0,0,0,1.18,0,0,0,0,2.35,0,0,0,2.35,0,3.53,2.35,0,0,2.35,0,0,0,0,1.18,4.71,1.18,0,0,0,0,0,14.12,7.06,4.71,0,0,0,2.35
broccoli_pos.txt,1,85,92.41,33.4,55.07,75.21,14.17,32.94,80,60,45.88,4.71,0,0,0,0,0,0,4.71,14.12,8.24,1.18,15.29,7.06,2.35,7.06,0,11.76,7.06,4.71,2.35,2.35,0,0,7.06,0,7.06,1.18,1.18,0,0,0,3.53,0,3.53,3.53,0,0,0,0,0,0,0,0,4.71,2.35,1.18,0,0,0,0,2.35,1.18,1.18,0,0,0,0,0,0,0,0,0,0,0,0,10.59,4.71,0,2.35,0,0,0,4.71,0,0,0,0,0,0,0,0,0,0,4.71,11.76,0,2.35,8.24,0,0,0,3.53,4.71,4.71,1.18,0,0,0,0,0,12.94,5.88,5.88,0,0,1.18,0
caramel_neg.txt,1,83,81.33,26.95,32.79,1,13.83,30.12,78.31,62.65,45.78,7.23,2.41,0,0,1.2,0,1.2,4.82,14.46,10.84,0,9.64,6.02,0,10.84,1.2,10.84,12.05,1.2,3.61,0,0,3.61,9.64,1.2,8.43,0,2.41,0,3.61,0,4.82,0,7.23,0,7.23,0,0,0,0,0,0,0,6.02,3.61,0,0,1.2,2.41,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02,2.41,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,4.82,0,0,13.25,0,4.82,1.2,1.2,1.2,6.02,4.82,0,8.43,0,0,0,0,0,0,14.46,6.02,8.43,0,0,0,0
caramel_pos.txt,1,80,91.14,69.2,28.56,96.74,16,18.75,77.5,52.5,42.5,6.25,2.5,0,0,2.5,0,0,3.75,20,8.75,3.75,11.25,3.75,5,3.75,0,10,6.25,6.25,3.75,0,3.75,0,10,5,6.25,1.25,1.25,0,0,1.25,1.25,0,6.25,6.25,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,3.75,0,0,0,0,2.5,0,1.25,1.25,2.5,0,0,2.5,0,0,11.25,0,0,0,0,0,0,10,0,0,1.25,0,0,0,0,1.25,0,3.75,1.25,10,0,1.25,7.5,0,0,1.25,3.75,2.5,5,0,0,0,0,0,0,16.25,6.25,8.75,0,0,0,1.25
